mentorship_id,application_id,mentor_domain,mentor_experience_years,mentorship_focus,mentorship_status,sessions_completed,mentor_feedback,pilot_readiness_score
3f804c34-655c-4c6c-aa54-22116fd27de7,1f439b24-59a2-427e-87d3-15152fe4ab09,Financial Modeling,28,Product Refinement and Scalability,Completed,5,"Strong technical team, needs help with GTM strategy.",70
22cd708b-fae7-4038-a100-82cd08127950,7ad16920-c250-4f62-879a-909081699d71,Financial Modeling,11,Product Refinement and Scalability,Ongoing,6,"Strong technical team, needs help with GTM strategy.",91
1da3e477-8fef-444a-9c38-1bf4310ee0fd,c325bc7f-59ec-4ee7-90bf-0d24d35603b6,Government Procurement,29,Product Refinement and Scalability,Ongoing,6,"Strong technical team, needs help with GTM strategy.",76
9fc64222-365b-4f2c-b1cc-9e6c5bf05380,2fc7fca9-8c8e-46c3-a795-693ed7512c13,Technology Strategy,13,Product Refinement and Scalability,Completed,2,"Strong technical team, needs help with GTM strategy.",99
7c68018c-e149-426b-b34a-80a549df53db,0d0a4838-c767-4414-ba3f-9dc824d78c99,Technology Strategy,24,Product Refinement and Scalability,Completed,2,"Strong technical team, needs help with GTM strategy.",66
131006ff-aafe-4500-9467-1d2cf8f61808,aaeda9cd-048e-4e87-93c9-1fa32c4a2d89,Government Procurement,19,Product Refinement and Scalability,Completed,7,"Strong technical team, needs help with GTM strategy.",63
c9baa4c6-7e09-4e9f-b621-cc8be7d9a605,858dfd26-b5ed-476b-8c75-249e4d56977d,Financial Modeling,14,Product Refinement and Scalability,Ongoing,8,"Strong technical team, needs help with GTM strategy.",60
d0d9f550-c567-4a96-b6fa-d4cb21b56f38,e1e2ad70-bc37-4898-9383-4b84a72ced7f,Financial Modeling,27,Product Refinement and Scalability,Ongoing,8,"Strong technical team, needs help with GTM strategy.",74
b41ec792-59d0-45dc-a1ae-408d70943cb4,63427cca-ab16-4212-81b9-f2a65271c4dc,Technology Strategy,22,Product Refinement and Scalability,Completed,8,"Strong technical team, needs help with GTM strategy.",76
b3fd749e-c663-42c1-b330-7dd32d1cc17f,76dd3ef9-6c42-4a7c-be52-52adfbd90f8d,Business Scaling,12,Product Refinement and Scalability,Completed,9,"Strong technical team, needs help with GTM strategy.",69
ca261ed2-df43-449c-aced-76a29660f194,c556e02d-702a-49f4-8b50-aa5bffcb9540,Government Procurement,22,Product Refinement and Scalability,Completed,7,"Strong technical team, needs help with GTM strategy.",77
c7b5d447-562f-4a10-be8a-b1ad63b13fbb,1012fad3-63ef-47ca-89b5-a288e4e4c23d,Business Scaling,29,Product Refinement and Scalability,Completed,5,"Strong technical team, needs help with GTM strategy.",60
0de17014-8520-41c8-b622-172db07c8f43,80605b93-26da-4d7e-a508-9e3c6319f790,Technology Strategy,10,Product Refinement and Scalability,Completed,8,"Strong technical team, needs help with GTM strategy.",86
3ef80c1b-25f4-4fae-919f-e40d6a465877,df038831-b2c7-47f1-9919-3b8d64be28cc,Government Procurement,15,Product Refinement and Scalability,Ongoing,8,"Strong technical team, needs help with GTM strategy.",66
88b5021c-304d-4bd1-bd9a-5c3bcc565fc1,951764b3-dab1-452c-943d-ae1cc77c0eee,Government Procurement,25,Product Refinement and Scalability,Ongoing,5,"Strong technical team, needs help with GTM strategy.",61
f9293de0-2be0-460e-abdc-7bafc640c032,255c607a-62fe-4577-b49c-718ac3bdb314,Technology Strategy,22,Product Refinement and Scalability,Completed,2,"Strong technical team, needs help with GTM strategy.",96
94e7e09e-dd80-456e-89b0-068bf58262e2,f768b92d-dddc-464c-8dfd-7db1097e35db,Technology Strategy,24,Product Refinement and Scalability,Ongoing,8,"Strong technical team, needs help with GTM strategy.",87
9bb78c18-b4f9-4293-a991-5d79711f72e3,f1b36a2f-e064-4d0e-b96e-603bf962ac30,Government Procurement,19,Product Refinement and Scalability,Ongoing,2,"Strong technical team, needs help with GTM strategy.",70
2ee5e0e1-2305-4041-9df2-109a62a4e499,133e4d04-0aab-4969-a4c7-d55054fb2413,Technology Strategy,13,Product Refinement and Scalability,Completed,2,"Strong technical team, needs help with GTM strategy.",97
b5d45638-7dc2-4333-bf95-7d1b6b61aaf9,ab9a4723-ad4f-4b4c-9d91-799c459f4645,Government Procurement,27,Product Refinement and Scalability,Ongoing,8,"Strong technical team, needs help with GTM strategy.",91
248bd3dd-30e5-45cf-a794-667297ecf5a8,c477c2a4-44c7-4c85-bbe3-587998c780ea,Business Scaling,29,Product Refinement and Scalability,Completed,2,"Strong technical team, needs help with GTM strategy.",78
0c27eff0-487b-4393-b58c-42f322600e03,45751fd4-7a65-44f9-84d4-58742e0ebebc,Business Scaling,20,Product Refinement and Scalability,Completed,5,"Strong technical team, needs help with GTM strategy.",71
47a541db-5dee-4a3c-8ff7-5d40b8051f24,c4a27dfb-111d-4fbe-b910-e8541ccc3636,Technology Strategy,16,Product Refinement and Scalability,Completed,3,"Strong technical team, needs help with GTM strategy.",97
c4d1bba1-469c-49d1-afc5-4d4d6d7a4ffe,a6adf668-8330-4468-b6a4-fd705cd3ceaf,Financial Modeling,20,Product Refinement and Scalability,Ongoing,7,"Strong technical team, needs help with GTM strategy.",89
893700aa-2b84-47ca-95b7-b52670c9b0ed,6c0085a9-9cae-4cb0-9304-6ce02abae8ab,Financial Modeling,21,Product Refinement and Scalability,Ongoing,8,"Strong technical team, needs help with GTM strategy.",77
9f229f06-70b1-4c77-81a8-4a3060db17c2,89089400-d326-45a3-9e76-98d5ff28b27a,Financial Modeling,28,Product Refinement and Scalability,Completed,7,"Strong technical team, needs help with GTM strategy.",68
004d086b-72e6-4c3a-a58a-7c05b48ff487,197f845e-202c-43ac-9933-bf2e97a79bdc,Business Scaling,13,Product Refinement and Scalability,Completed,3,"Strong technical team, needs help with GTM strategy.",98
57a5d647-2409-4598-a56f-5c2b3de170c5,99212ec6-9bb3-4039-b4e1-c0631d06eaf5,Government Procurement,29,Product Refinement and Scalability,Completed,10,"Strong technical team, needs help with GTM strategy.",70
83a59ece-ecdd-4066-949f-2d6766c051ea,b3fc2e03-25b9-4eb2-a4af-22456f177c95,Government Procurement,28,Product Refinement and Scalability,Completed,7,"Strong technical team, needs help with GTM strategy.",99
89bb8bed-19bc-48cd-9ee0-fd2e40015235,ccab98f6-3e7b-4595-ba91-cc0a62350f53,Business Scaling,24,Product Refinement and Scalability,Completed,6,"Strong technical team, needs help with GTM strategy.",96
cacd5895-f20a-40cc-a0c3-6658a3713fdb,73fd3abd-d259-4c3d-ad75-cd081a61651e,Government Procurement,29,Product Refinement and Scalability,Completed,3,"Strong technical team, needs help with GTM strategy.",64
301a03ce-c455-4b2e-884b-05d18096d056,0e73991d-172d-49bf-9201-e7946a1cc7bb,Technology Strategy,10,Product Refinement and Scalability,Ongoing,2,"Strong technical team, needs help with GTM strategy.",95
5d0772a2-39e9-460b-a2a2-196a5b9d08f0,323f9c22-4e28-45be-b96c-ea0b48b72406,Financial Modeling,30,Product Refinement and Scalability,Ongoing,8,"Strong technical team, needs help with GTM strategy.",96
ed5073d9-fc8d-4b48-a8b6-db935f0de40e,3e4904e0-d76c-4a36-8ff1-a7dbb3a1ae1c,Government Procurement,29,Product Refinement and Scalability,Completed,9,"Strong technical team, needs help with GTM strategy.",66
fd8bef71-d59a-47f1-94dd-cae67d72b852,b16c8673-8966-4fbb-8b03-71be9c61ec7f,Business Scaling,28,Product Refinement and Scalability,Ongoing,8,"Strong technical team, needs help with GTM strategy.",84
85477873-fce4-4c91-9b3f-2debdb4b3f83,08167a25-3810-4aa6-ab6b-af87ed711195,Government Procurement,29,Product Refinement and Scalability,Ongoing,10,"Strong technical team, needs help with GTM strategy.",72
aac2e2ef-7725-4a0d-a042-8ceae6666637,c4e05118-f6a3-450c-9708-99a54eb8dbdc,Technology Strategy,16,Product Refinement and Scalability,Completed,9,"Strong technical team, needs help with GTM strategy.",74
56e3b1bc-c5ce-43fb-86b7-d3de87164f63,659dcfa7-c4cc-4cbb-8702-0507af719fd6,Business Scaling,30,Product Refinement and Scalability,Completed,6,"Strong technical team, needs help with GTM strategy.",99
c1ec25b2-5e2d-4a36-86f0-d9c7edb608e3,4a02c060-18d4-4788-a46d-23bbe201e339,Government Procurement,13,Product Refinement and Scalability,Completed,9,"Strong technical team, needs help with GTM strategy.",86
0f2fb8bc-18b2-4d8c-b97a-114f4396b486,c811d514-e466-4946-bf07-05c34148c5ed,Technology Strategy,11,Product Refinement and Scalability,Ongoing,10,"Strong technical team, needs help with GTM strategy.",85
96f4d52c-d1a5-49d9-ae06-5abc8da329e2,b3738cdc-7f54-44bb-b01d-11651a58e2fb,Technology Strategy,23,Product Refinement and Scalability,Ongoing,9,"Strong technical team, needs help with GTM strategy.",75
8a82de2e-0895-4b0c-9083-72c9329d55e8,b6cb156b-e59d-4303-9ca4-5973498fad51,Government Procurement,11,Product Refinement and Scalability,Completed,9,"Strong technical team, needs help with GTM strategy.",94
793d3964-ad5b-4f81-a3c3-a4502188b5b0,0bd3de1f-3236-4b34-b1f8-4f2eb482a622,Government Procurement,21,Product Refinement and Scalability,Completed,8,"Strong technical team, needs help with GTM strategy.",66
71e264dd-bc3d-4cdd-a389-f696a14cfabc,ce20dceb-97e7-4b55-9b95-ad162052bc2f,Business Scaling,19,Product Refinement and Scalability,Ongoing,10,"Strong technical team, needs help with GTM strategy.",69
f22582aa-dac0-4f8a-89ac-8197bf289021,f693a240-12d7-4d83-aa3e-9e47785aebd7,Financial Modeling,14,Product Refinement and Scalability,Completed,6,"Strong technical team, needs help with GTM strategy.",62
5b1e1de0-bf03-40c4-aa59-8ad0d15bcbf2,0f73e231-164a-41cb-b723-f86183baa257,Financial Modeling,11,Product Refinement and Scalability,Completed,2,"Strong technical team, needs help with GTM strategy.",76
392272c4-300c-4518-9b77-f38777bbe94f,e092e8ef-4ab4-42c6-936f-6a221164a8fb,Financial Modeling,10,Product Refinement and Scalability,Completed,5,"Strong technical team, needs help with GTM strategy.",61
f13dbe9d-6fcd-46e8-83f3-1e368dd21eed,ec1e60eb-8dc2-45ba-9322-7e91c0036bf5,Government Procurement,30,Product Refinement and Scalability,Completed,6,"Strong technical team, needs help with GTM strategy.",72
fa751cc1-ae67-470d-b5e7-3de3d95f0d29,45d57d65-874a-4139-903f-3e549a3540f5,Technology Strategy,21,Product Refinement and Scalability,Ongoing,2,"Strong technical team, needs help with GTM strategy.",62
d9af010a-efa2-4ace-b183-a96d68e77615,2f000bde-7b63-415d-83d7-554bb77adfb3,Government Procurement,16,Product Refinement and Scalability,Completed,7,"Strong technical team, needs help with GTM strategy.",98
5ef305b9-b784-4a3f-867f-ff3725a2d64e,8b15db8c-66d5-40c9-8a4d-c4c81f0404c9,Technology Strategy,25,Product Refinement and Scalability,Completed,6,"Strong technical team, needs help with GTM strategy.",82
dbed6698-d563-4eaf-9f68-05f5a3075a0a,568ac0ad-7fc7-4769-9ab9-16829404b045,Business Scaling,15,Product Refinement and Scalability,Ongoing,5,"Strong technical team, needs help with GTM strategy.",87
0f020db8-5481-4c5b-a420-128228dd768a,d27fa047-27b5-4c4a-bddd-75e72c8e7544,Government Procurement,16,Product Refinement and Scalability,Completed,9,"Strong technical team, needs help with GTM strategy.",68
c6aa807f-81a0-427f-b4a7-e17d02fdf112,36c8b7ab-5d42-4d38-acc2-cea04a878901,Financial Modeling,28,Product Refinement and Scalability,Ongoing,4,"Strong technical team, needs help with GTM strategy.",66
075c3434-c7a2-41af-91f8-b0227bd01d83,af966fc3-b426-4daa-93f7-069d7103ede6,Government Procurement,28,Product Refinement and Scalability,Completed,3,"Strong technical team, needs help with GTM strategy.",88
a5c4950d-ec19-49e9-9c6a-ad2d012f5665,b24d040a-bd54-4b7b-b0e9-b4ecb6d82914,Government Procurement,18,Product Refinement and Scalability,Ongoing,10,"Strong technical team, needs help with GTM strategy.",92
377c4d66-ec82-41b9-b346-9004ad6e5095,3032095a-abc4-4cf2-9003-c38206ff055d,Government Procurement,29,Product Refinement and Scalability,Ongoing,6,"Strong technical team, needs help with GTM strategy.",65
4467a362-5ac3-47c6-9784-fc6ab978383f,b6e281b1-05fb-421f-91aa-b5b274ec8d12,Government Procurement,19,Product Refinement and Scalability,Completed,4,"Strong technical team, needs help with GTM strategy.",79
fe2da51b-ba47-473e-b5b0-a34790d4d2b7,6a5f258d-725d-4d82-b7c4-1f7f18f1fc5d,Business Scaling,11,Product Refinement and Scalability,Ongoing,6,"Strong technical team, needs help with GTM strategy.",81
73df19d3-1c0c-4ba0-af61-e707b58fedaf,11880434-816b-4be3-bf19-8d0981fad673,Government Procurement,10,Product Refinement and Scalability,Completed,5,"Strong technical team, needs help with GTM strategy.",62
db248408-02c0-4d05-8f4f-d5dd177bced5,50a0cd63-bc7e-4978-a51b-ad9a7ce863fe,Government Procurement,17,Product Refinement and Scalability,Completed,8,"Strong technical team, needs help with GTM strategy.",86
efe6a11f-84de-4158-bc35-5ecad53742c2,42b7b6b2-a494-4a0c-8598-cc9add6d8ed9,Financial Modeling,11,Product Refinement and Scalability,Completed,6,"Strong technical team, needs help with GTM strategy.",90
b8864228-22ff-4797-9004-2dad4842bf60,e9cf073a-27e7-4b38-8d09-6b86251a7fbb,Financial Modeling,13,Product Refinement and Scalability,Ongoing,2,"Strong technical team, needs help with GTM strategy.",87
eb25de3e-c657-4c9e-ab63-d0bb9f7054ae,a77bd036-d45c-47f3-a37a-7f36fac2a578,Financial Modeling,11,Product Refinement and Scalability,Completed,3,"Strong technical team, needs help with GTM strategy.",74
09d65a76-a192-421f-8388-6680fd7871eb,2ae5ff91-3cb8-4265-852f-54c4d5fb2124,Technology Strategy,14,Product Refinement and Scalability,Completed,10,"Strong technical team, needs help with GTM strategy.",80
f83d91ac-52f9-448b-8116-db6f23021359,bad5829d-d5d9-40b6-afaf-2fdc045f9efe,Business Scaling,18,Product Refinement and Scalability,Completed,2,"Strong technical team, needs help with GTM strategy.",86
c490303b-82af-4dc7-a4a7-b528e082edb6,b31284ff-2deb-4365-a736-46ee10316a5c,Business Scaling,21,Product Refinement and Scalability,Ongoing,9,"Strong technical team, needs help with GTM strategy.",65
